manufacturer_id,manufacturer_name,country,reliability_rating,contract_status,contact_email,contact_phone,lead_time_days,supplier_tier,manufacturer_code,gmp_certified,iso_certification,website,preferred_supplier,manufacturer_status,created_date,updated_date
286,Rau Group,Germany,4.5,Expired,contact@rghealth.com,9078873338,6,Preferred,MFG0286,True,ISO 9001,https://www.rghealth.com,True,Inactive,2023-01-01,2025-01-01
287,Choudhary-Venkatesh,India,4.5,Active,contact@cvpharma.com,9857034334,7,Preferred,MFG0287,True,ISO 9001,https://www.cvpharma.com,True,Active,2023-01-01,2025-01-01
288,Majumdar Ltd,UK,4.6,Active,contact@mlpharma.com,9457175457,3,Preferred,MFG0288,True,ISO 9001,https://www.mlpharma.com,True,Active,2023-01-01,2025-01-01
289,"Borah, Baral and Kashyap",Switzerland,4.0,Active,contact@bbakpharma.com,9509991766,11,Approved,MFG0289,True,ISO 9001,https://www.bbakpharma.com,False,Active,2023-01-01,2025-01-01
290,Chand-Kapur,Germany,4.1,Expired,sales@chandkapurpharma.com,9349705532,11,Approved,MFG0290,True,ISO 9001,https://www.chandkapurpharma.com,False,Inactive,2023-01-01,2025-01-01
291,Ahluwalia-Chowdhury,India,4.0,Expired,info@ahluwaliachowdhurypharma.com,9721725542,8,Approved,MFG0291,True,ISO 9001,https://www.ahluwaliachowdhurypharma.com,False,Inactive,2023-01-01,2025-01-01
292,Buch and Sons,UK,3.8,Expired,support@bashealth.com,9309425832,21,Approved,MFG0292,False,ISO 9001,https://www.bashealth.com,False,Inactive,2023-01-01,2025-01-01
293,Pandit Ltd,USA,4.8,Active,support@panditltdlabs.com,9038977369,3,Strategic,MFG0293,True,ISO 9001,https://www.panditltdlabs.com,True,Active,2023-01-01,2025-01-01
294,"Rai, Apte and Koshy",Germany,3.6,Expired,info@raiaptepharma.com,9331102955,14,Conditional,MFG0294,False,ISO 9001,https://www.raiaptepharma.com,False,Inactive,2023-01-01,2025-01-01
295,Chauhan-Ram,India,3.9,Expired,sales@crpharma.com,9235832971,20,Approved,MFG0295,False,ISO 9001,https://www.crpharma.com,False,Inactive,2023-01-01,2025-01-01
296,"Prabhu, Baria and Sengupta",Germany,4.5,Active,info@pbashealth.com,9455387659,3,Preferred,MFG0296,True,ISO 9001,https://www.pbashealth.com,True,Active,2023-01-01,2025-01-01
297,Balakrishnan-Ravi,UK,4.2,Expired,sales@brpharma.com,9450538865,6,Approved,MFG0297,True,ISO 9001,https://www.brpharma.com,False,Inactive,2023-01-01,2025-01-01
298,Subramaniam Inc,Switzerland,4.3,Expired,contact@sihealth.com,9949257894,10,Preferred,MFG0298,True,ISO 9001,https://www.sihealth.com,True,Inactive,2023-01-01,2025-01-01
299,"Chada, Soni and Gandhi",Germany,4.3,Active,support@chadasonipharma.com,9424229384,6,Preferred,MFG0299,True,ISO 9001,https://www.chadasonipharma.com,True,Active,2023-01-01,2025-01-01
300,Manne LLC,Germany,3.5,Expired,sales@mannellclabs.com,9530476154,14,Conditional,MFG0300,False,ISO 9001,https://www.mannellclabs.com,False,Inactive,2023-01-01,2025-01-01
